title,slug,subtitle,location,state,region,category,platform,price,rating,reviewCount,sleeps,bedrooms,featured,editorsPick,isNew,imageUrl,affiliateUrl,description
"Stunning Double A-Frame — Mountain Views & Hot Tub","double-aframe-vilas-nc","Rare double-peak A-Frame in the High Country","West Jefferson, North Carolina","North Carolina","Southeast",7,"VRBO",255,4.92,73,8,3,false,false,false,"https://images.trvl-media.com/lodging/102000000/101300000/101297800/101297763/12152197.jpg","https://www.vrbo.com/3782050","A rare double-peak A-Frame in the NC High Country with a private hot tub and sweeping mountain views. Set near West Jefferson's New River and Ashe County's cheese country — one of the most architecturally distinctive cabins in the Southeast."
"Black Luxe A-Frame w/ Spa & Game Room","black-luxe-aframe-linden-va","New luxury A-Frame with spa, game room, and Shenandoah views","Linden, Virginia","Virginia","Southeast",7,"Airbnb",295,4.96,41,8,3,false,false,false,"https://a0.muscache.com/im/pictures/miso/Hosting-827901788894647563/original/50a9f36b-1c2f-4484-a810-1b8ae4844dba.jpeg","https://www.airbnb.com/rooms/827901788894647563","A brand-new matte-black luxury A-Frame in the Shenandoah foothills near Linden, VA — featuring a private spa, game room, movie room, and sweeping mountain views. Sleeps 8 comfortably with full high-end finishes throughout."
"Stargazer Cabin — A-Frame with Lake Views","stargazer-aframe-abingdon-va","Mountain lake A-Frame in the Virginia Blue Ridge","Abingdon, Virginia","Virginia","Southeast",7,"Airbnb",178,4.94,89,4,2,false,false,false,"https://a0.muscache.com/im/pictures/miso/Hosting-746354507922652794/original/5fc829e2-f9ec-47c7-9ec9-1eae09761c08.jpeg","https://www.airbnb.com/rooms/746354507922652794","A stunning A-Frame with panoramic lake and Blue Ridge Mountain views in the Virginia Highlands near Abingdon — gateway to the Virginia Creeper Trail and Mount Rogers National Recreation Area. Dark skies perfect for stargazing."
"Corner's Cabin — Catskills A-Frame","catskills-aframe-south-new-berlin-ny","Intimate Catskills hideaway on an old farm property","South New Berlin, New York","New York","Northeast",7,"Airbnb",165,4.93,147,4,2,false,false,false,"https://a0.muscache.com/im/pictures/f81293ae-9936-4a88-a9fc-fc4159138920.jpg","https://www.airbnb.com/rooms/51956014","A secluded A-Frame on a historic farm property in the Catskills hills near South New Berlin — off the tourist trail and deeply peaceful. Rolling pastures, a creek below, and total quiet just three hours from Manhattan."
"Warm Pine A-Frame in the White Mountains","white-mountains-aframe-nh","All-pine A-Frame cabin in Mount Washington valley","Center Conway, New Hampshire","New Hampshire","Northeast",7,"Airbnb",169,4.92,312,4,2,false,false,false,"https://a0.muscache.com/im/pictures/6d09e35f-c435-44df-91ba-84fcbe79f56b.jpg","https://www.airbnb.com/rooms/22585379","A warmly lit all-pine A-Frame nestled in the trees in Center Conway, gateway to White Mountain skiing, hiking, and foliage. Close to North Conway's shops and restaurants; feels like the quintessential New England cabin."
"A-Frame with Furnished Deck — Berkshires","berkshires-aframe-becket-ma","Berkshires A-Frame retreat surrounded by fall color","Becket, Massachusetts","Massachusetts","Northeast",7,"VRBO",195,4.9,67,4,2,false,false,false,"https://media.vrbo.com/lodging/100000000/99050000/99042000/99041972/52afcc10.jpg","https://www.vrbo.com/9872779ha","A classic A-Frame with a generous furnished deck deep in the Berkshires near Becket, Massachusetts. Walk to Jacob's Pillow Dance Festival in summer; watch fall foliage paint the surrounding hills in October."
"Stunning 2-Bedroom A-Frame with Cedar Sauna","sauna-aframe-saugerties-ny","Catskills A-Frame with Finnish sauna and mountain views","Saugerties, New York","New York","Northeast",7,"Airbnb",285,4.95,203,4,2,false,false,false,"https://a0.muscache.com/im/pictures/miso/Hosting-53924774/original/be128001-ad65-43bc-8339-c81a6a66f8d5.jpeg","https://www.airbnb.com/rooms/53924774","A Catskills A-Frame with a cedar barrel sauna, wrap-around deck with mountain views, and an all-wood interior that feels like a luxury Scandinavian ski lodge. Two hours from New York City, miles from distraction."
"A-Frame Retreat — Hot Tub on the Indian River","indian-river-aframe-mi","Riverfront A-Frame with hot tub in Northern Michigan","Indian River, Michigan","Michigan","Midwest",7,"Airbnb",195,4.93,78,4,2,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6ODk4NjYwMjk5MzM1MjUzMDI5/original/b435573e-5bfe-44a6-8e3c-0bbd14739897.jpeg","https://www.airbnb.com/rooms/898660299335253029","A riverfront A-Frame in the heart of Northern Michigan's inland lake country with a private hot tub overlooking the Indian River. Canoe the Inland Waterway, kayak to Burt Lake, and lose yourself in pure Michigan."
"Moody Lake Huron Escape A-Frame","lake-huron-aframe-ocqueoc-mi","Cozy A-Frame beside the lake with Great Lakes pine forest","Ocqueoc, Michigan","Michigan","Midwest",7,"Airbnb",165,4.92,97,4,2,false,false,false,"https://a0.muscache.com/im/pictures/1de8b3a4-adcb-47d2-809f-32ef335fa697.jpg","https://www.airbnb.com/rooms/715171804506609731","A moody, cozy A-Frame surrounded by Great Lakes pine forest near Ocqueoc Falls — the largest cascade in Michigan's Lower Peninsula. Fall color is legendary; winter is silent and snowy; summer brings warm Lake Huron waters."
"Secluded A-Frame Loft — Lincoln Hills Trail","lincoln-hills-aframe-irons-mi","Loft A-Frame on the Lincoln Hills Trail system in western Michigan","Irons, Michigan","Michigan","Midwest",7,"Airbnb",145,4.9,134,6,2,false,false,false,"https://a0.muscache.com/im/pictures/67a7a99b-d1d4-4c67-9d9e-e67f38325fa1.jpg","https://www.airbnb.com/rooms/49582645","A secluded A-Frame loft cabin directly on the Lincoln Hills Trail network in western Michigan — steps from Pere Marquette River kayaking and National Forest hiking. Three queen beds, full kitchen, and total forest solitude."
"Michigan A-Frame — Summer on the Lakes","northern-michigan-aframe-kalkaska","Classic Michigan A-Frame in the heart of lake country","Kalkaska, Michigan","Michigan","Midwest",7,"Airbnb",175,4.91,189,6,2,false,false,false,"https://a0.muscache.com/im/pictures/prohost-api/Hosting-32268883/original/0e2b10db-e0c9-4bb2-be84-271c88df2f3f.jpeg","https://www.airbnb.com/rooms/32268883","A classic A-Frame in Northern Michigan's legendary lake country near Kalkaska — the heart of Michigan's cherry orchards and crystal-clear inland lakes. Perfect for summer paddling, cycling, and Pure Michigan escapes."
"Stunning A-Frame on Canyon Lake","canyon-lake-aframe-tx","Remodeled A-Frame with direct Canyon Lake access","Canyon Lake, Texas","Texas","South",7,"VRBO",289,4.93,54,6,2,false,false,false,"https://media.vrbo.com/lodging/115000000/114380000/114377800/114377704/dabaca94.jpg","https://www.vrbo.com/3605736","A completely remodeled A-Frame home on Canyon Lake in the Texas Hill Country with direct lake access and beautiful water views. Step off the deck onto the lake for boating, swimming, and those legendary Texas sunsets."
"The Pedernales A-Frame","pedernales-aframe-fredericksburg-tx","Eight acres on the Pedernales River in Texas Hill Country","Fredericksburg, Texas","Texas","South",7,"VRBO",325,4.95,76,6,2,false,false,false,"https://media.vrbo.com/lodging/108000000/107580000/107580000/107579984/23b35659.jpg","https://www.vrbo.com/3757192","A brand-new A-Frame perched on 8 acres bordering the Pedernales River with sweeping Texas Hill Country vistas near Fredericksburg. Wine country, wildflowers, and a private river bend — the most beautiful address in the Hill Country."
"A-Frame with Loft — Coconino National Forest","coconino-aframe-flagstaff-az","Pine forest A-Frame on 1.5 acres bordering national forest","Flagstaff, Arizona","Arizona","Southwest",7,"VRBO",185,4.89,143,6,2,false,false,false,"https://images.trvl-media.com/lodging/19000000/18930000/18922600/18922534/7fe8fced.jpg","https://www.vrbo.com/589657","An A-Frame cabin on 1.5 private acres surrounded by towering Ponderosa Pines at the edge of Coconino National Forest. Flagstaff's walkable downtown and Grand Canyon South Rim are both within an hour."
"Modern A-Frame with Hot Tub — Pikes Peak","modern-aframe-florissant-co","Sleek mountain A-Frame with views of Pikes Peak","Florissant, Colorado","Colorado","West",7,"Airbnb",265,4.95,87,4,2,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-835557583929454361/original/b6e79be2-9dcc-43bf-9073-7018f6e1c290.jpeg","https://www.airbnb.com/rooms/835557583929454361","A sleek, newly built A-Frame in the Colorado Rockies near Florissant with soaring mountain views of the Pikes Peak massif and a private hot tub. Dark skies, elk meadows, and crisp 9,000-ft air included."
"Private Lakeside A-Frame — North Idaho","lakeside-aframe-idaho","Hot tub, private beach, and docks on a North Idaho lake","Coeur d'Alene, Idaho","Idaho","West",7,"VRBO",279,4.93,112,8,3,false,false,false,"https://media.vrbo.com/lodging/39000000/38520000/38515200/38515138/f5f32298.jpg","https://www.vrbo.com/7261088ha","A private lakeside A-Frame in the Coeur d'Alene area with a hot tub, private beach, and boat docks — perfect four-season North Idaho adventure base. Swim and kayak in summer; ski Schweitzer in winter."
"A-Frame Cabin on the Clark Fork River","clark-fork-aframe-mt","Montana river cabin steps from world-class fly fishing","Thompson Falls, Montana","Montana","West",7,"VRBO",225,4.92,64,6,2,false,false,false,"https://media.vrbo.com/lodging/101000000/100990000/100988700/100988660/c5d86738.jpg","https://www.vrbo.com/9907566ha","A stunning A-Frame right on the banks of the Clark Fork River in the Cabinet Mountains wilderness of western Montana — steps from world-class fly fishing and miles from any crowd. Pure Montana escape."
"Classic Waterfront A-Frame — Mt Hood","waterfront-aframe-rhododendron-or","Waterfront A-Frame steps from Timberline Lodge skiing","Rhododendron, Oregon","Oregon","West",7,"VRBO",189,4.88,217,6,2,false,false,false,"https://images.trvl-media.com/lodging/103000000/102860000/102851400/102851336/054c988a.jpg","https://www.vrbo.com/388262","A quintessential Pacific Northwest A-Frame with a full kitchen and wraparound deck right on the water in Rhododendron, OR. Ski Timberline Lodge in winter, hike the PCT in summer — both minutes from the front door."
"A-Frame Cabin on the River — Near Seattle","river-aframe-riverbend-wa","Creekside A-Frame retreat in the Cascades foothills","Index, Washington","Washington","West",7,"VRBO",195,4.91,88,6,2,false,false,false,"https://media.vrbo.com/lodging/84000000/83810000/83810000/83809939/1a3855ed.jpg","https://www.vrbo.com/3223344","A classic A-Frame on the Skykomish River in the Cascade foothills, one hour from Seattle. The sound of the river fills every room and an outdoor fire pit makes evenings magic — perfect basecamp for Cascades hiking."
"PNW A-Frame — Hot Tub + Cascade Views","pnw-aframe-gold-bar-wa","Cascades A-Frame with hot tub and mountain panoramas","Gold Bar, Washington","Washington","West",7,"Airbnb",218,4.94,156,4,2,false,false,false,"https://a0.muscache.com/im/pictures/miso/Hosting-53846114/original/80619598-d944-435d-aaa6-16eb7f1b1531.jpeg","https://www.airbnb.com/rooms/53846114","A modern A-Frame nestled in the Central Cascades with a private hot tub and panoramic mountain views — 90 minutes from Seattle and minutes from Stevens Pass ski area. A/C for summer, fire for winter."
"Safari Tent — #1 Glamping Spot in the US","safari-tent-buena-vista-co","Colorado mountains, ranked America's top safari camping experience","Buena Vista, Colorado","Colorado","West",9,"Airbnb",155,4.96,389,2,1,false,false,false,"https://a0.muscache.com/im/pictures/fef6d59f-8094-4e40-b144-bfc96f0c3b2f.jpg","https://www.airbnb.com/rooms/13376549","Ranked #1 safari tent in ""23 Best Glamping Spots in the US."" A luxury canvas safari tent in the Colorado Rockies near the Arkansas Headwaters — plumbed, heated, with a king bed and mountain views that earned this listing its national ranking."
"Bayfield Rustic Yurt — Lake Superior Vista","terra-cotta-yurt-bayfield-wi","Backcountry yurt with a 0.8-mile hike to four Apostle Islands in view","Bayfield, Wisconsin","Wisconsin","Midwest",9,"Airbnb",98,4.91,178,2,1,false,false,false,"https://a0.muscache.com/im/pictures/acf99af7-4dcd-4dfd-b1c5-da8f2abdf36d.jpg","https://www.airbnb.com/rooms/28464309","A backcountry yurt perched on Bayfield County State Forest land with panoramic views of Lake Superior, Pikes Bay, and four Apostle Islands — requiring a short 0.8-mile hike to reach. The most dramatic scenery per dollar in Wisconsin."
"Turtle Yurts — Lake Superior","turtle-yurts-bayfield-wi","Colorado yurt with clear dome beside the Apostle Islands","Bayfield, Wisconsin","Wisconsin","Midwest",9,"Airbnb",125,4.94,209,2,1,false,false,false,"https://a0.muscache.com/im/pictures/0fed572f-f61b-478a-83d3-287f28b5fd91.jpg","https://www.airbnb.com/rooms/39278822","A 20-foot Colorado Yurt with a queen bed positioned beneath a clear dome for moon and star gazing. Full private bathroom, climate control, fire pit, and a short walk to the Apostle Islands National Lakeshore."
"Glamping Tent on the Shenandoah River","shenandoah-glamping-va","River glamping at the foot of Shenandoah National Park","Luray, Virginia","Virginia","Southeast",9,"Airbnb",175,4.95,43,2,1,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-1355763275197420541/original/ab725083-1a8a-40d7-9446-bb2179ef7f91.jpeg","https://www.airbnb.com/rooms/1355763275197420541","A brand-new glamping tent on the banks of the Shenandoah River in Luray, Virginia — gateway to Shenandoah National Park, Luray Caverns, and the Skyline Drive. Wake to river sounds and Blue Ridge silhouettes."
"Hill Country Yurt — Marble Falls","marble-falls-yurt-tx","Texas Hill Country glamping at 4.96 stars","Marble Falls, Texas","Texas","South",9,"Airbnb",135,4.96,247,2,1,false,false,false,"https://a0.muscache.com/im/pictures/prohost-api/Hosting-50381908/original/38d7f4f0-4a4e-4b7a-8239-ed0702e977a3.jpeg","https://www.airbnb.com/rooms/50381908","A 4.96-star yurt in the heart of Texas Hill Country near Marble Falls and Lake LBJ. Private bathroom, fire pit, and wide-open Hill Country skies — one of the most consistently top-rated glamping yurts in the South."
"Dreamy Colorado Farm Yurt","dreamy-yurt-steamboat-co","1 of 23 best glamping spots in the US — authentically intimate","Steamboat Springs, Colorado","Colorado","West",9,"Airbnb",145,4.97,312,4,1,false,false,false,"https://a0.muscache.com/im/pictures/32c55fa8-ebd2-4b70-a8b2-c73b2a932d77.jpg","https://www.airbnb.com/rooms/13606656","Featured as one of the 23 best glamping spots in the United States. A farm-stay yurt in the Colorado Rockies radiating the authentically intimate warmth that sophisticated glampers seek. Mountain air, farm mornings, and starry nights."
"Yurt Glamping on Historic Oregon Vineyard","vineyard-yurt-elkton-or","Wine country glamping in the heart of the Umpqua Valley","Elkton, Oregon","Oregon","West",9,"Airbnb",159,4.92,187,4,1,false,false,false,"https://a0.muscache.com/im/pictures/63335108/9b5fab99_original.jpg","https://www.airbnb.com/rooms/5059980","A spacious glamping yurt nestled among mature oak trees on a historic Oregon vineyard in the Umpqua wine region. Award-winning wineries within walking distance; the yurt is set on 5.5 private acres with stunning valley views."
"Glamping Yurt on an Adirondack Farm","farm-yurt-granville-ny","Millpond views and farm life in the Adirondack foothills","Granville, New York","New York","Northeast",9,"VRBO",148,4.89,93,6,1,false,false,false,"https://media.vrbo.com/lodging/121000000/120980000/120976300/120976300/aeb1394b.jpg","https://www.vrbo.com/4870506","A charming glamping yurt overlooking a millpond on a working farm in the Adirondack foothills — six miles from Vermont and close to Barkley Pond and Cossayuna Lake. Includes fishing poles and fire pit access."
"Secluded Yurt on the Blue Ridge Pkwy — Hot Tub","blue-ridge-yurt-asheville-nc","Private yurt with hot tub, 15 minutes from downtown Asheville","Asheville, North Carolina","North Carolina","Southeast",9,"VRBO",198,4.91,119,2,1,false,false,false,"https://media.vrbo.com/lodging/34000000/33750000/33741700/33741655/9e0c71a0.jpg","https://www.vrbo.com/1136597","A secluded yurt right on the Blue Ridge Parkway with a private hot tub, direct access to the Mountains-to-Sea Trail, and just 15 minutes from Asheville's world-class dining and music scene."
"Cherry Blossom Yurt — Lookout Mountain","lookout-mountain-yurt-ga","Romantic yurt on the Georgia-Tennessee ridge with Chattanooga views","Rising Fawn, Georgia","Georgia","Southeast",9,"VRBO",179,4.9,62,2,1,false,false,false,"https://media.vrbo.com/lodging/75000000/74070000/74065200/74065160/c179d55b.jpg","https://www.vrbo.com/2591291","A romantic yurt perched atop Lookout Mountain on the Georgia-Tennessee state line, overlooking Chattanooga and the Tennessee River Valley. Spring brings explosive cherry blossoms; autumn brings fiery ridge panoramas."
"Luxury Glamping Yurt with Private Lake","luxury-yurt-conyers-ga","Secluded 80-acre retreat with canoe and hiking trails","Conyers, Georgia","Georgia","Southeast",9,"VRBO",266,4.93,88,5,1,false,false,false,"https://images.trvl-media.com/lodging/72000000/71010000/71004300/71004283/c63ec29b.jpg","https://www.vrbo.com/1744834","A luxury glamping yurt perched on 80 secluded acres near Conyers with a private lake, canoe, scenic hiking trails, and a fireplace — yet only 30 miles east of Atlanta. Deck views of the water are the highlight."
"Luxury Yurts on Lake Grapevine","lake-grapevine-yurts-tx","Lakefront glamping minutes from DFW","Grapevine, Texas","Texas","South",9,"VRBO",259,4.9,201,4,1,false,false,false,"https://images.trvl-media.com/lodging/34000000/33120000/33116600/33116597/3087cab4.jpg","https://www.vrbo.com/7454388ha","Resort-quality glamping yurts on the shore of Lake Grapevine, just 25 minutes from DFW Airport. Luxury beds, private bathroom, and lakeside fire pits. The fastest escape from Dallas to waterfront nature."
"Secluded Yurt Among Waterfalls and Cliffs","waterfalls-yurt-ulster-ny","A yurt wrapped in Hudson Valley waterfalls and forest","Ulster Park, New York","New York","Northeast",9,"VRBO",149,4.93,98,2,1,false,false,false,"https://media.vrbo.com/lodging/38000000/37140000/37130900/37130808/6e24535b.jpg","https://www.vrbo.com/1654360","Totally secluded in the Hudson Valley, this yurt is surrounded by waterfalls, brooks, sandstone cliffs, and old-growth forest. Two hours from NYC and a world away — one of the most serene escapes in the Northeast."
"Yurt Glamping — Quiet Side of Acadia","acadia-yurt-me","Acadia's peaceful shore far from the Bar Harbor crowds","Southwest Harbor, Maine","Maine","Northeast",9,"VRBO",168,4.91,134,4,1,false,false,false,"https://media.vrbo.com/lodging/35000000/34330000/34327400/34327322/b4876c6b.jpg","https://www.vrbo.com/663097","A fully outfitted yurt on the undiscovered ""quiet side"" of Acadia — the island's best hiking trails and sea kayaking without the bar Harbor crowds. Queen bed, full bathroom, and mountain views included."
"Private Yurt on 20 Wooded Acres","huron-forest-yurt-mi","Pet-friendly hideaway beside Huron-Manistee National Forest","Baldwin, Michigan","Michigan","Midwest",9,"VRBO",115,4.88,76,2,1,false,false,false,"https://images.trvl-media.com/lodging/65000000/64690000/64687200/64687122/d716e919.jpg","https://www.vrbo.com/1414292","A private yurt on 20 secluded acres bordering Huron-Manistee National Forest in central Michigan. Near the Shrine of the Pines and the Pere Marquette River. Pets welcome. Perfect for canoe camping basecamp."
"Luxury Glamping Yurt with Loft","luxury-yurt-sears-mi","Wood-fired hot tub under Michigan stars near Big Lake","Sears, Michigan","Michigan","Midwest",9,"VRBO",185,4.94,112,4,2,false,false,false,"https://media.glampinghub.com/CACHE/images/accommodations/isolated-yurt-great-disconnect-recharge-sears-mich-glamping-0e0b4d1c-103f-4b7e-8c33-ad4c2cd95197/50ae8fd327a8399f610c8ead68a8cd1e.jpg","https://www.vrbo.com/3269289","A spacious yurt with a sleeping loft in Michigan's pristine north woods, anchored by a wood-fired hot tub you stoke yourself under a canopy of stars. Big Lake access and total quiet — this is what off-grid luxury feels like."
"Luxury Glamping Yurt Resort — Escalante","escalante-yurt-resort-ut","Private bath and stargazing between five national parks","Escalante, Utah","Utah","Southwest",9,"VRBO",289,4.95,143,2,1,false,false,false,"https://escalanteyurts.com/wp-content/uploads/2022/10/Escalante-Yurts-Luxury-Yurts-yurt-at-sunset.png","https://www.vrbo.com/3363240","A luxury yurt resort 0.5 miles from Grand Staircase-Escalante National Monument, equidistant between all five Utah national parks. Private bathroom, gourmet breakfast, and slot canyon hikes straight from camp."
"Hideaway Glamping Yurt","solar-yurt-bellingham-wa","Solar-powered yurt with a clear stargazing skydome","Bellingham, Washington","Washington","West",9,"VRBO",138,4.92,87,2,1,false,false,false,"https://hipcamp-res.cloudinary.com/images/f_auto,c_limit,w_3840,q_auto/v1675442638/campground-photos/vn0jaifbi8mhitk0jjy2/hideaway-glamping-hideaway-glamping-yurt-pacific-northwest.jpg","https://www.vrbo.com/2586211","A completely solar-powered yurt hidden among Alder and Pine trees outside Bellingham, with a clear skydome for star-gazing from bed. Private deck, fire pit, grill, and deep forest silence just 20 minutes from the Cascades."
"Collective Governors Island","collective-governors-island-ny","NYC skyline views from a car-free glamping island","New York City, New York","New York","Northeast",9,"Direct",299,4.8,890,2,1,false,false,false,"https://bunny-wp-pullzone-vo6lhus8ou.b-cdn.net/wp-content/uploads/sites/2/2022/04/Copy-of-collectiveretreats-404.jpg","https://collectiveretreats.com/governors-island/","Luxury tents with 1,500-thread-count sheets on car-free Governors Island — 8 minutes by ferry from Lower Manhattan. Wake to the Statue of Liberty framed in your tent door with the Manhattan skyline glowing at dusk."
"Under Canvas Glacier","undercanvas-glacier-mt","Canvas tents at the doorstep of Going-to-the-Sun Road","Columbia Falls, Montana","Montana","West",9,"Direct",349,4.9,1890,4,1,false,false,false,"https://www.undercanvas.com/wp-content/uploads/2021/08/DSC09107_hero-1120x653.jpg","https://www.undercanvas.com/camps/glacier/","Condé Nast Traveler's Top 20 US resort, 7 miles from Glacier National Park's west entrance. Sleep in luxury canvas tents with king beds and wood-burning stoves, then hike 700 miles of Big Sky trails at dawn."
"Under Canvas Great Smoky Mountains","undercanvas-smoky-mountains-tn","Safari luxury on 182 acres at America's most visited park","Gatlinburg, Tennessee","Tennessee","Southeast",9,"Direct",289,4.9,3180,4,1,false,false,false,"https://www.undercanvas.com/wp-content/uploads/2021/08/UC-Smoky-Mountains-348-1-scaled-e1604942306169.jpg","https://www.undercanvas.com/camps/great-smoky-mountains/","Named ""Best Resort in the South"" by Travel + Leisure, this 182-acre glamping resort sits 10 miles from Gatlinburg. Stargazer tents let you fall asleep to the Milky Way above the most visited national park in America."
"Under Canvas Moab","undercanvas-moab-ut","DarkSky safari tents beneath the canyon rim","Moab, Utah","Utah","Southwest",9,"Direct",349,4.9,2140,4,1,false,false,false,"https://www.undercanvas.com/wp-content/uploads/2023/11/DSC05591-1-scaled.jpg","https://www.undercanvas.com/camps/moab/","Safari tents 7 miles from Arches National Park in a DarkSky-certified resort. King beds with West Elm furnishings, wood-burning stoves, and campfire s'mores under the most dramatic skies in the American Southwest."
"AutoCamp Catskills","autocamp-catskills-ny","Scenic sleepers for city slickers in the Catskills","Saugerties, New York","New York","Northeast",9,"Direct",219,4.8,634,4,1,false,false,false,"https://www.ahotellife.com/wp-content/uploads/2022/09/F-1.jpg","https://autocamp.com/location/catskills/","Retro-chic Airstreams tucked into the Catskill Mountains, minutes from Woodstock and an hour from Manhattan. Hike, ski Hunter Mountain, or simply decompress in one of the country's most beloved creative communities."
"AutoCamp Yosemite","autocamp-yosemite-ca","Wake up in the Sierra foothills, Airstream style","Midpines, California","California","West",9,"Direct",279,4.8,1247,4,1,false,false,false,"https://www.livelikeitstheweekend.com/wp-content/uploads/2022/04/where-to-stay-in-Yosemite-Autocamp.jpg","https://autocamp.com/location/yosemite/","Polished Airstream suites on the banks of the Merced River, 30 miles from Yosemite Valley. Pool, complimentary coffee, EV charging, and guided shuttle service straight to El Capitan and Half Dome."
"AutoCamp Joshua Tree","autocamp-joshua-tree-ca","Airstream luxury at the edge of the national park","Joshua Tree, California","California","Southwest",9,"Direct",229,4.8,892,2,1,false,false,false,"https://bradajohnson.net/wp-content/uploads/2022/05/AutoCampJoshuaTree_264A8661-1-1920x1280.jpg","https://autocamp.com/location/joshua-tree/","Gleaming 31-foot Airstreams set against the otherworldly boulder landscape of Joshua Tree. Heated pool, EV charging, and curated stargazing events — all five minutes from the park entrance."
"Elevated Escape — Treehouse + Hot Tub","elevated-escape-treehouse-nc","Hot tub on deck, 16 feet high, with Blue Ridge mountain panoramas","Marion, North Carolina","North Carolina","Southeast",1,"Airbnb",229,4.92,68,4,1,false,false,false,"https://a0.muscache.com/im/pictures/fe7217ff-0b24-438d-880d-b94722c75bf5.jpg","https://www.airbnb.com/rooms/846918536791614106","Suspended 16 feet in the trees with a hot tub on deck and sweeping Blue Ridge panoramas. Marion is the quiet gateway between Asheville and the Linville Gorge Wilderness — North Carolina's most dramatic backcountry."
"Treehouse near the Great Smoky Mountains","smoky-mountains-treehouse-nc","Sweeping Smoky Mountain views from a treetop perch in Bryson City","Bryson City, North Carolina","North Carolina","Southeast",1,"VRBO",150,4.89,97,5,2,false,false,false,"https://media.vrbo.com/lodging/24000000/23340000/23336900/23336814/4f35ba5f.jpg","https://www.vrbo.com/1264122","A family-friendly treehouse with sweeping Great Smoky Mountains views just outside Bryson City, NC. Full kitchen, games, and hiking access make it a perfect base for exploring the most visited national park in the US."
"Treehouse with Stunning Views — Pisgah Forest","treehouse-pisgah-nc","Wood-burning stove and DuPont forest trails out the door","Brevard, North Carolina","North Carolina","Southeast",1,"VRBO",125,4.87,78,4,1,false,false,false,"https://media.vrbo.com/lodging/34000000/33970000/33965300/33965248/fb16034d.jpg","https://www.vrbo.com/1036767","A cozy treehouse with stunning forest views perched on the edge of Pisgah National Forest — with a wood-burning stove and direct access to DuPont State Forest's famous waterfall trails. Brevard is the gateway to Blue Ridge cycling."
"Luxury Treehouse with Hot Tub, Sauna & Pond","luxury-treehouse-dahlonega-ga","Putting green, private pond, and full luxury amenities in North Georgia","Dahlonega, Georgia","Georgia","Southeast",1,"Airbnb",340,4.96,183,4,2,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-1231097252215355142/original/fa11b91f-e9ff-4b49-9cf7-7986f1e0abea.jpeg","https://www.airbnb.com/rooms/1231097252215355142","A full luxury treehouse experience in the North Georgia mountains — hot tub, private sauna, stocked fishing pond, and a putting green. Set among the vineyards and gold-rush history of Dahlonega wine country."
"Modern Treehouse on the Toccoa — Waterfall + Hot Tub","toccoa-waterfall-treehouse-ga","Private waterfall, hot tub, and mountain views in Blue Ridge","Blue Ridge, Georgia","Georgia","Southeast",1,"Airbnb",315,4.97,224,4,2,true,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-1310804205226811702/original/809852d2-c3dd-4088-a11c-4378f2acf1da.jpeg","https://www.airbnb.com/rooms/1310804205226811702","A modern treehouse on the Toccoa River with a private waterfall cascading below the deck. Hot tub, mountain views, and the Blue Ridge trail network at your doorstep. One of the most photographed new treehouses in the Southeast."
"Secluded Intown Treehouse","secluded-intown-treehouse-ga","Airbnb's original #1 Most Wished-For listing — three cabins, rope bridges, Atlanta","Atlanta, Georgia","Georgia","Southeast",1,"Airbnb",195,4.97,1820,2,1,true,true,false,"https://treehousemap.com/wp-content/uploads/2014/12/airbnb-treehouse-in-Atlanta.jpg","https://www.airbnb.com/rooms/1415908","Three rustic cabins connected by rope bridges with fairy lights — built from 80-year-old recycled windows by Peter Bahouth in a lush intown Atlanta forest. Once Airbnb's #1 Most Wished-For listing in the world, with over 1,800 reviews."
"Willow Treehouse","willow-treehouse-ny","Architect-designed glass cabin on 34 private acres near Woodstock","Willow, New York","New York","Northeast",1,"Airbnb",295,4.97,198,2,1,false,true,false,"https://a0.muscache.com/im/pictures/fe7217ff-0b24-438d-880d-b94722c75bf5.jpg","https://www.airbnb.com/rooms/13761529","UK architect Antony Gibbon's 500 sq ft glass treehouse on 34 wooded acres — overlooking a private swimmable pond. Wood-fired hot tub, vinyl collection, intentionally no WiFi or cell service. 15 minutes from Woodstock."
"Modern Treehouse in Truro Hills","cape-cod-treehouse-ma","Cape Cod Bay views from the treetops — sleeps eight","Truro, Massachusetts","Massachusetts","Northeast",1,"VRBO",354,4.88,71,8,3,false,false,false,"https://media.vrbo.com/lodging/34000000/33570000/33569100/33569018/56c71d4e.jpg","https://www.vrbo.com/4837047ha","A modern three-bedroom treehouse perched in the Truro hills with a breathtaking deck overlooking Cape Cod Bay. Spacious enough for two families, positioned between Provincetown and Wellfleet."
